,WardCode,Ward,Region,Latitude,Longitude,Population,Index of Multiple Deprivation,Average Income,Remain%,Leave%,Leave?,Deficit
12,E05000118,Farnborough and Crofton,London,51.375194,0.077421,44.603658536585364,27583.105398457585,61132.39074550129,45.76835932293749,54.23164067706251,1,8.463281354125016
13,E05000119,Hayes and Coney Hall,London,51.363159,0.024043000000000002,53.86101694915254,27857.49175824176,61817.58241758242,47.73231561196414,52.26768438803586,1,4.535368776071721
14,E05000120,Kelsey and Eden Park,London,51.406312,-0.028488999999999997,49.532710280373834,18982.65642775882,59370.30716723549,53.132620521478145,46.867379478521855,0,6.265241042956291
15,E05000121,Mottingham and Chislehurst North,London,51.425513,0.052632000000000005,53.78378378378378,11949.372093023256,46869.767441860466,41.42602495543672,58.57397504456328,1,17.147950089126553
16,E05000122,Orpington,London,51.376829,0.099138,52.129692832764505,19947.13190184049,58201.43149284254,41.82745314222712,58.17254685777288,1,16.345093715545758
17,E05000123,Penge and Cator,London,51.422416999999996,-0.037505000000000004,50.34795321637427,14003.389133627019,52012.628487518356,62.177482408131354,37.822517591868646,0,24.354964816262708
18,E05000124,Petts Wood and Knoll,London,51.38637,0.06475,54.784,29746.039393939394,65779.39393939394,50.91863517060367,49.08136482939633,0,1.8372703412073434
19,E05000125,Plaistow and Sundridge,London,51.406882,0.020437999999999998,58.753846153846155,17240.841463414636,54900.0,53.96244242352663,46.03755757647337,0,7.924884847053264
20,E05000126,Shortlands,London,51.39914,0.012563,48.75124378109453,28887.61176470588,63658.03921568627,53.12619869581895,46.87380130418105,0,6.252397391637899
21,E05000127,West Wickham,London,51.391271,-0.001121,55.57835820895522,28798.711422845692,57927.855711422846,50.20472734040573,49.79527265959427,0,0.4094546808114643
22,E05000128,Belsize,London,51.54864,-0.165465,53.21338912133891,22373.15183246073,60448.42931937173,77.41619290335228,22.583807096647718,0,54.832385806704565
23,E05000129,Bloomsbury,London,51.526815,-0.131674,20.62878787878788,18743.815370196815,47142.87722586692,73.05585980284775,26.944140197152244,0,46.111719605695505
24,E05000130,Camden Town with Primrose Hill,London,51.53753,-0.140464,48.18702290076336,11885.897212543554,52389.89547038328,75.79483576321799,24.205164236782014,0,51.58967152643598
25,E05000131,Cantelowes,London,51.542633,-0.126769,60.765306122448976,13045.867692307693,49336.307692307695,78.25112107623319,21.748878923766817,0,56.50224215246637
26,E05000132,Fortune Green,London,51.55754,-0.198344,54.69767441860465,18852.451724137933,58585.862068965514,79.70593925324047,20.294060746759527,0,59.411878506480946
27,E05000133,Frognal and Fitzjohns,London,51.556053999999996,-0.179592,41.729166666666664,28071.11875,66542.5,79.18057100482017,20.81942899517983,0,58.36114200964033
28,E05000134,Gospel Oak,London,51.550937,-0.162848,70.3875,14555.222222222223,53200.0,71.61130202367316,28.388697976326842,0,43.22260404734632
29,E05000135,Hampstead Town,London,51.559003000000004,-0.177786,32.25214899713467,28608.57051282051,67998.07692307692,79.72641894650877,20.27358105349122,0,59.45283789301755
30,E05000136,Haverstock,London,51.542921,-0.148274,55.38392857142857,11495.907692307692,48705.846153846156,70.887007729113,29.11299227088701,0,41.77401545822599
31,E05000137,Highgate,London,51.563109000000004,-0.14091800000000002,43.312252964426875,18885.18131868132,53936.26373626374,77.06390328151986,22.936096718480137,0,54.12780656303972
32,E05000138,Holborn and Covent Garden,London,51.521357,-0.106597,24.345794392523363,15780.198926250354,50152.641989262505,69.46329426280074,30.53670573719926,0,38.92658852560149
33,E05000139,Kentish Town,London,51.556321000000004,-0.138151,51.82170542635659,14077.237068965518,48537.39224137931,79.26317425773357,20.73682574226644,0,58.52634851546713
34,E05000140,Kilburn,London,51.544539,-0.196568,56.76525821596244,8554.863247863248,47258.97435897436,70.20222045995241,29.797779540047582,0,40.40444091990483
35,E05000141,King's Cross,London,51.528566,-0.116476,49.34583333333333,12091.452418096724,40219.1887675507,74.75137000202963,25.24862999797037,0,49.50274000405926
36,E05000142,Regent's Park,London,51.536739000000004,-0.139484,54.91869918699187,9176.510582992945,42647.93910137393,68.01692865779927,31.983071342200727,0,36.03385731559854
37,E05000143,St Pancras and Somers Town,London,51.535940999999994,-0.122689,59.68103448275862,7240.844202898551,43639.13043478261,66.63122452596137,33.368775474038635,0,33.26244905192274
38,E05000144,Swiss Cottage,London,51.541734999999996,-0.171871,48.871212121212125,20985.08843537415,63803.62811791383,77.97297297297297,22.027027027027028,0,55.94594594594594
39,E05000145,West Hampstead,London,51.550729,-0.184132,56.58018867924528,18616.324468085106,63147.34042553192,78.42849274830182,21.571507251698183,0,56.85698549660364
40,E05000170,Acton Central,London,51.519838,-0.268414,60.501960784313724,12596.509202453988,51870.85889570552,67.80862374483166,32.19137625516834,0,35.61724748966332
41,E05000171,Cleveland,London,51.513921,-0.321631,58.36546184738956,17490.265720081137,59492.49492900608,69.77524320697752,30.224756793022475,0,39.55048641395504
42,E05000172,Dormers Wells,London,51.512512,-0.378104,70.18974358974359,7965.472440944882,46523.22834645669,53.0124374091423,46.9875625908577,0,6.0248748182846015
43,E05000173,Ealing Broadway,London,51.515248,-0.32074600000000003,59.60683760683761,16567.45351473923,63806.80272108843,73.87355298308103,26.126447016918966,0,47.74710596616206
44,E05000174,Ealing Common,London,51.502707,-0.282449,55.188976377952756,15336.392,59121.066666666666,69.59370904325033,30.40629095674967,0,39.18741808650066
45,E05000175,East Acton,London,51.519575,-0.26464699999999997,68.27007299270073,11045.33381294964,51256.69064748201,67.0052602938509,32.994739706149105,0,34.01052058770179
46,E05000176,Elthorne,London,51.502255,-0.341669,61.24894514767932,14331.840722495896,55197.86535303776,65.63004254070705,34.36995745929294,0,31.26008508141411
47,E05000177,Greenford Broadway,London,51.531712,-0.374863,65.87640449438203,10362.176943699731,46044.50402144772,49.62504933561374,50.37495066438626,1,0.7499013287725234
48,E05000178,Greenford Green,London,51.552607,-0.352157,71.00490196078431,15611.571856287424,51524.55089820359,52.657583470579425,47.342416529420575,0,5.31516694115885
49,E05000179,Hanger Hill,London,51.537847,-0.28414,54.0,19763.89461358314,61534.42622950819,70.78474006720695,29.215259932793042,0,41.56948013441391
50,E05000180,Hobbayne,London,51.518505,-0.337894,72.22335025380711,13900.539419087138,51663.07053941909,60.01648804616653,39.98351195383347,0,20.032976092333058
51,E05000181,Lady Margaret,London,51.516828000000004,-0.379363,79.88068181818181,13730.277227722772,48682.17821782178,52.70543615676359,47.29456384323641,0,5.410872313527179
52,E05000182,Northfield,London,51.495831,-0.323679,73.05405405405405,23226.44351464435,65562.76150627615,71.25443262411348,28.745567375886523,0,42.508865248226954
53,E05000183,North Greenford,London,51.547777,-0.312886,73.19900497512438,18875.887272727272,52800.72727272727,49.37882440200259,50.62117559799741,1,1.2423511959948144
54,E05000184,Northolt Mandeville,London,51.548212,-0.36844099999999996,59.35686274509804,11260.248966942148,51703.09917355372,50.70660707814954,49.29339292185046,0,1.4132141562990768
55,E05000185,Northolt West End,London,51.542794,-0.379133,56.94736842105263,6728.124277456647,42221.387283236996,46.67537557152188,53.32462442847812,1,6.649248856956234
56,E05000186,Norwood Green,London,51.508237,-0.36618,73.74869109947645,7176.5,45708.163265306124,57.658022690437605,42.341977309562395,0,15.31604538087521
57,E05000187,Perivale,London,51.539868,-0.305694,69.2579185520362,16887.48033707865,53362.07865168539,53.768088705130616,46.231911294869384,0,7.536177410261232
58,E05000188,South Acton,London,51.500495,-0.276985,59.01984126984127,5201.583406113537,46589.781659388645,68.59603444822751,31.403965551772483,0,37.19206889645503
59,E05000189,Southall Broadway,London,51.5075,-0.378483,77.50867052023122,8253.795811518325,42634.293193717276,50.51932572790737,49.48067427209263,0,1.038651455814744
60,E05000190,Southall Green,London,51.500719000000004,-0.40268400000000004,92.22151898734177,9384.632075471698,45461.63522012578,50.93518219929055,49.06481780070945,0,1.8703643985811027
61,E05000191,Southfield,London,51.505339,-0.256096,52.06201550387597,22015.584045584044,68387.17948717948,75.89361341690666,24.106386583093343,0,51.78722683381332
62,E05000192,Walpole,London,51.50967,-0.325549,62.55140186915888,22321.29073170732,58936.58536585366,71.90359582420415,28.09640417579585,0,43.80719164840829
63,E05000193,Bowes,London,51.609244,-0.11071199999999999,72.27835051546391,14475.310344827587,50282.44514106583,65.41652264085724,34.583477359142755,0,30.833045281714483
64,E05000194,Bush Hill Park,London,51.641864,-0.068975,51.450184501845015,21253.032352941176,53632.64705882353,57.44914788345245,42.55085211654755,0,14.898295766904894
65,E05000195,Chase,London,51.662132,-0.078828,43.22082018927445,12714.206572769954,48572.76995305164,49.285926807497766,50.714073192502234,1,1.4281463850044673
66,E05000196,Cockfosters,London,51.645507,-0.122271,47.49484536082474,20003.191747572815,51717.47572815534,59.10698496905393,40.89301503094607,0,18.213969938107866
67,E05000197,Edmonton Green,London,51.616285999999995,-0.072647,60.567567567567565,5039.252454417952,38349.08835904628,54.70029479200786,45.29970520799214,0,9.40058958401572
68,E05000198,Enfield Highway,London,51.656059,-0.049201,66.23651452282158,6258.133838383838,40953.53535353536,49.48160535117057,50.51839464882943,1,1.0367892976588564
69,E05000199,Enfield Lock,London,51.668802,-0.041105,61.93258426966292,7599.762057877813,45370.41800643087,50.324008218745064,49.675991781254936,0,0.6480164374901278
70,E05000200,Grange,London,51.651567,-0.078913,40.10725552050473,20282.410367170625,58242.98056155507,58.5854399778975,41.4145600221025,0,17.170879955795
71,E05000201,Haselbury,London,51.616394,-0.083071,73.91818181818182,7577.635983263598,42794.979079497905,56.1110182243772,43.8889817756228,0,12.222036448754395
72,E05000202,Highlands,London,51.65376,-0.090964,41.25949367088607,19000.831265508685,56489.08188585608,53.13428611857931,46.86571388142069,0,6.268572237158622
73,E05000203,Jubilee,London,51.641155,-0.061446,63.559471365638764,7454.020905923345,42886.06271777004,49.86765484383272,50.13234515616728,1,0.2646903123345652
74,E05000204,Lower Edmonton,London,51.627631,-0.045248000000000003,63.534615384615385,5764.622641509434,39143.08176100629,51.77376171352075,48.22623828647925,0,3.5475234270414973
75,E05000205,Palmers Green,London,51.620963,-0.107524,59.470588235294116,14387.141689373297,50832.15258855586,63.978015448603685,36.021984551396315,0,27.95603089720737
76,E05000206,Ponders End,London,51.642399,-0.014262,64.0327868852459,5732.31592039801,40221.64179104478,54.60478607686729,45.39521392313271,0,9.209572153734584
77,E05000207,Southbury,London,51.651916,-0.077106,70.92156862745098,14201.336742722266,49155.153422501964,51.9291874716296,48.0708125283704,0,3.858374943259193
78,E05000208,Southgate,London,51.630604,-0.128305,46.37620578778135,20722.352303523036,52425.20325203252,61.75501647199761,38.24498352800239,0,23.510032943995213
79,E05000209,Southgate Green,London,51.615924,-0.13481700000000002,55.886178861788615,14203.8984375,54772.265625,63.42046303211352,36.57953696788648,0,26.840926064227034
80,E05000210,Town,London,51.65235,-0.074008,49.85333333333333,20521.329974811084,55834.76070528967,53.71735599150318,46.28264400849682,0,7.434711983006366
81,E05000211,Turkey Street,London,51.668849,-0.054769000000000005,63.10526315789474,6357.662790697675,40961.62790697674,46.81730911239108,53.18269088760892,1,6.365381775217841
82,E05000212,Upper Edmonton,London,51.614360999999995,-0.091289,70.1417004048583,5359.7495361781075,40782.56029684601,56.06574042697391,43.93425957302609,0,12.13148085394782
83,E05000213,Winchmore Hill,London,51.621464,-0.108991,53.912,23169.35621761658,60742.22797927461,63.242556794130095,36.757443205869905,0,26.48511358826019
84,E05000214,Abbey Wood,London,51.4776,0.116405,62.273809523809526,8853.962962962964,44216.049382716046,45.76847378779746,54.23152621220254,1,8.463052424405078
85,E05000215,Blackheath Westcombe,London,51.48373,0.019613,49.534615384615385,19423.78835978836,63587.30158730159,70.5498981670061,29.45010183299389,0,41.09979633401221
86,E05000216,Charlton,London,51.484831,0.049462,61.62660944206009,12011.095238095239,50246.21848739496,58.58626198083067,41.41373801916933,0,17.17252396166134
87,E05000217,Coldharbour and New Eltham,London,51.42511,0.061749,58.36888888888889,16771.985074626864,51299.62686567164,42.08700293568188,57.91299706431812,1,15.825994128636239
88,E05000218,Eltham North,London,51.467265000000005,0.053786,60.1875,19088.472324723247,58382.28782287823,48.26265389876881,51.73734610123119,1,3.4746922024623785
89,E05000219,Eltham South,London,51.443565,0.08704400000000001,52.84388185654009,15230.033088235294,51021.32352941176,44.31059742796679,55.68940257203321,1,11.378805144066419
90,E05000220,Eltham West,London,51.459365999999996,0.022927,53.32820512820513,7169.7097791798105,50424.60567823344,43.99576527525711,56.00423472474289,1,12.008469449485787
91,E05000221,Glyndon,London,51.484460999999996,0.084733,75.73221757322176,8433.078282828283,46086.36363636364,54.06320541760722,45.93679458239278,0,8.126410835214443
92,E05000222,Greenwich West,London,51.47403,-0.019033,59.47653429602888,15880.077922077922,59858.812615955474,76.34971796937953,23.650282030620467,0,52.69943593875906
93,E05000223,Kidbrooke with Hornfair,London,51.473578,0.045038,59.551867219917014,10188.137704918032,48936.72131147541,51.88941599869131,48.11058400130869,0,3.7788319973826248
94,E05000224,Middle Park and Sutcliffe,London,51.45105,0.020156,55.66528925619835,11654.894736842105,49078.94736842105,50.76898170632993,49.23101829367007,0,1.5379634126598631
95,E05000225,Peninsula,London,51.487122,0.0032840000000000005,49.319298245614036,11734.629459148446,61111.62255466053,69.1008316008316,30.8991683991684,0,38.201663201663195
96,E05000226,Plumstead,London,51.488145,0.08642799999999999,72.22317596566523,10445.922535211268,46036.971830985916,49.36770428015564,50.63229571984436,1,1.264591439688715
97,E05000227,Shooters Hill,London,51.467359,0.080066,58.09130434782609,16657.488294314382,55056.52173913043,55.8921216952305,44.1078783047695,0,11.784243390461
98,E05000228,Thamesmead Moorings,London,51.498497,0.10445,82.2,11816.414839797639,48696.29005059022,55.40820555325321,44.59179444674679,0,10.816411106506422
99,E05000229,Woolwich Common,London,51.489548,0.067147,66.73764258555133,6379.610763454318,42973.216520650814,61.08070175438596,38.91929824561404,0,22.161403508771926
100,E05000230,Woolwich Riverside,London,51.487551,0.057504,63.006600660066006,10307.485061511423,49340.94903339192,59.48824138441059,40.51175861558941,0,18.976482768821185
101,E05000266,Alexandra,London,51.595822999999996,-0.144867,78.08496732026144,22502.356643356645,63590.90909090909,80.27146464646465,19.728535353535353,0,60.5429292929293
102,E05000267,Bounds Green,London,51.609002000000004,-0.130422,59.28879310344828,10501.193473193473,50937.29603729604,60.95566078346965,39.04433921653035,0,21.911321566939307
103,E05000268,Bruce Grove,London,51.588507,-0.084087,75.51041666666667,4668.555369127517,43187.24832214765,80.80692584122836,19.193074158771644,0,61.61385168245672
104,E05000269,Crouch End,London,51.576233,-0.115606,50.52208835341366,19708.09947643979,65604.4502617801,72.67646119450654,27.323538805493452,0,45.35292238901309
105,E05000270,Fortis Green,London,51.604002,-0.156378,53.46808510638298,20689.30708661417,63501.259842519685,71.99610516066213,28.003894839337878,0,43.99221032132425
106,E05000271,Harringay,London,51.587148,-0.098955,77.27906976744185,10243.22097378277,51730.33707865168,75.62535264246756,24.374647357532442,0,51.25070528493512
107,E05000272,Highgate,London,51.585237,-0.14811300000000002,46.504,18769.980978260868,66989.67391304347,83.5360291882031,16.463970811796898,0,67.0720583764062
108,E05000273,Hornsey,London,51.58828,-0.11334300000000001,65.60732984293193,12166.920127795527,53905.591054313096,66.13648973552802,33.863510264471984,0,32.27297947105603
109,E05000274,Muswell Hill,London,51.590559999999996,-0.143565,57.65425531914894,20554.120141342755,65209.18727915194,81.00638977635782,18.99361022364217,0,62.01277955271565
110,E05000275,Noel Park,London,51.596437,-0.11733699999999998,76.57692307692308,6769.224242424242,44170.0,73.86512236129273,26.134877638707266,0,47.73024472258547
111,E05000276,Northumberland Park,London,51.6009,-0.06754099999999999,66.55963302752293,2810.056338028169,37538.873239436616,84.97177017602125,15.028229823978744,0,69.9435403520425
112,E05000277,St Ann's,London,51.584643,-0.09252,75.82291666666667,10133.281481481481,46480.37037037037,62.448448013891905,37.551551986108095,0,24.89689602778381
113,E05000278,Seven Sisters,London,51.576105,-0.09727899999999999,73.76497695852535,10123.118390804597,52135.63218390805,69.83240223463687,30.16759776536313,0,39.66480446927375
114,E05000279,Stroud Green,London,51.574661,-0.10524800000000001,62.68983957219251,15110.868085106384,59330.63829787234,81.0916179337232,18.908382066276804,0,62.1832358674464
115,E05000280,Tottenham Green,London,51.586597,-0.086621,65.13777777777777,5091.918994413408,41932.960893854746,79.44140003535443,20.558599964645573,0,58.88280007070886
116,E05000281,Tottenham Hale,London,51.598757,-0.06755499999999999,67.69058295964126,6002.294642857143,42048.80952380953,84.47460728991918,15.52539271008083,0,68.94921457983835
117,E05000282,West Green,London,51.589103,-0.101385,83.48125,8155.33502538071,44008.62944162437,70.3562340966921,29.643765903307887,0,40.71246819338422
118,E05000283,White Hart Lane,London,51.607928,-0.096599,68.62564102564103,3765.124031007752,39621.70542635659,70.63740856844305,29.36259143155695,0,41.2748171368861
119,E05000284,Woodside,London,51.598561,-0.09238500000000001,73.62944162436548,9804.772727272728,47465.454545454544,72.91474866507089,27.08525133492911,0,45.82949733014178
120,E05000285,Belmont,London,51.603155,-0.32572199999999996,57.165829145728644,25160.555118110235,64096.06299212598,53.53420933393747,46.46579066606253,0,7.068418667874937
121,E05000286,Canons,London,51.606373,-0.29996999999999996,42.86254295532646,18779.403205918617,54968.80394574599,61.29374337221633,38.70625662778367,0,22.587486744432667
122,E05000287,Edgware,London,51.601487,-0.27019,62.26737967914438,16052.045454545454,51701.21212121212,48.48539814982768,51.51460185017232,1,3.029203700344638
123,E05000288,Greenhill,London,51.579677000000004,-0.335836,50.23886639676113,12529.774707757704,55466.95005313496,53.90419572424831,46.09580427575169,0,7.8083914484966215
124,E05000289,Harrow on the Hill,London,51.562034999999995,-0.332577,46.097744360902254,21514.077519379844,60013.17829457364,60.035750766087844,39.964249233912156,0,20.071501532175688
125,E05000290,Harrow Weald,London,51.603365999999994,-0.337988,48.814655172413794,17010.41155234657,57909.38628158845,49.814860528264624,50.185139471735376,1,0.3702789434707512
126,E05000291,Hatch End,London,51.604549,-0.358162,42.43426294820717,24928.954682779455,58158.61027190332,60.17342830597708,39.82657169402292,0,20.346856611954166
127,E05000292,Headstone North,London,51.585715,-0.361728,60.532934131736525,26000.096,64521.6,60.026708212775425,39.973291787224575,0,20.05341642555085
128,E05000293,Headstone South,London,51.585518,-0.34382199999999996,56.23737373737374,20954.020833333332,60886.458333333336,57.58764713327427,42.41235286672573,0,15.175294266548534
129,E05000294,Kenton East,London,51.590686,-0.308944,85.09160305343511,17828.913294797687,51785.54913294798,58.39434486240848,41.60565513759152,0,16.78868972481696
130,E05000295,Kenton West,London,51.582386,-0.317104,73.52631578947368,21780.137777777778,58500.0,51.660352128370846,48.339647871629154,0,3.320704256741692
131,E05000296,Marlborough,London,51.585855,-0.338425,61.58291457286432,15531.874635568513,52536.44314868805,49.15989762990987,50.84010237009013,1,1.6802047401802582
132,E05000297,Pinner,London,51.594056,-0.383279,42.35294117647059,27409.676328502417,65689.13043478261,60.934828044841346,39.065171955158654,0,21.869656089682692
133,E05000298,Pinner South,London,51.586794,-0.37468,48.8957345971564,28706.393728222996,73314.98257839722,54.225057519347416,45.774942480652584,0,8.450115038694832
134,E05000299,Queensbury,London,51.597524,-0.31297800000000003,82.28275862068965,20757.5412371134,54808.24742268041,45.85635359116022,54.14364640883978,1,8.287292817679557
135,E05000300,Rayners Lane,London,51.576640999999995,-0.370078,65.95882352941176,24591.44690265487,62973.45132743363,56.29716981132076,43.70283018867924,0,12.594339622641513
136,E05000301,Roxbourne,London,51.567678,-0.35026999999999997,67.66315789473684,13554.570996978851,52022.96072507553,53.177411909524544,46.822588090475456,0,6.354823819049088
137,E05000302,Roxeth,London,51.56174,-0.362229,72.41875,16992.598253275108,54238.864628820964,52.34657039711191,47.65342960288809,0,4.693140794223822
138,E05000303,Stanmore Park,London,51.614197999999995,-0.313197,37.439597315436245,18825.409090909092,53164.09090909091,57.0086874853252,42.9913125146748,0,14.017374970650394
139,E05000304,Wealdstone,London,51.597443,-0.33884000000000003,65.76436781609195,13445.658273381296,48562.589928057554,46.134935809888006,53.865064190111994,1,7.730128380223988
140,E05000305,West Harrow,London,51.576161,-0.34336,67.31818181818181,19820.1269035533,60604.06091370559,57.685691946833465,42.314308053166535,0,15.37138389366693
141,E05000306,Brooklands,London,51.57025,0.17063699999999998,59.10671936758893,13783.058348294435,47898.20466786355,35.11617027912054,64.88382972087946,1,29.767659441758923
142,E05000307,Cranham,London,51.562537,0.234648,55.18942731277533,27328.470588235294,53732.720588235294,35.40993693277957,64.59006306722043,1,29.180126134440854
143,E05000308,Elm Park,London,51.549615,0.19278900000000002,61.74634146341464,18255.629770992367,47676.3358778626,28.325004030307916,71.67499596969209,1,43.349991939384175
144,E05000309,Emerson Park,London,51.573165,0.204947,54.25675675675676,26256.17391304348,54470.65217391304,35.78238001314924,64.21761998685075,1,28.435239973701506
145,E05000310,Gooshays,London,51.609021000000006,0.260054,50.864583333333336,7125.558178752108,38398.14502529511,24.06998471207746,75.93001528792254,1,51.86003057584509
146,E05000311,Hacton,London,51.558734,0.237448,67.23076923076923,25742.2735426009,52114.34977578475,26.953125,73.046875,1,46.09375
147,E05000312,Harold Wood,London,51.58931,0.266958,50.11857707509881,18002.259615384617,47517.307692307695,30.772908366533866,69.22709163346613,1,38.45418326693226
148,E05000313,Havering Park,London,51.602939,0.180035,55.59148936170213,13392.348432055749,43779.79094076655,22.9144479943202,77.0855520056798,1,54.1711040113596
149,E05000314,Heaton,London,51.607021,0.203165,61.604878048780485,7874.453333333333,38167.333333333336,21.02747909199522,78.97252090800478,1,57.945041816009564
150,E05000315,Hylands,London,51.566302,0.187228,69.10695187165776,22856.23161764706,50517.64705882353,30.280317793434268,69.71968220656574,1,39.43936441313147
151,E05000316,Mawneys,London,51.586273999999996,0.17183099999999998,57.01327433628319,16993.077181208053,46778.85906040268,24.272680323635736,75.72731967636426,1,51.45463935272852
152,E05000317,Pettits,London,51.583952000000004,0.17518699999999998,57.33777777777778,23009.920415224915,49680.62283737024,28.66983009337211,71.33016990662789,1,42.660339813255774
153,E05000318,Rainham and Wennington,London,51.516766,0.19212,57.52995391705069,13113.35162601626,47055.28455284553,24.469763365468886,75.53023663453111,1,51.06047326906222
154,E05000319,Romford Town,London,51.5776,0.178261,52.291803278688526,15687.682825484764,45928.531855955676,37.57138563270213,62.42861436729787,1,24.857228734595736
155,E05000320,St Andrew's,London,51.565017,0.218205,57.62337662337662,18155.49464012251,45082.38897396631,30.176540993417117,69.82345900658288,1,39.64691801316576
156,E05000321,South Hornchurch,London,51.530454,0.18923099999999998,62.330232558139535,11240.556701030928,44142.26804123711,23.942498347653668,76.05750165234633,1,52.115003304692664
157,E05000322,Squirrel's Heath,London,51.578219,0.218617,55.278481012658226,24524.102339181285,52503.801169590646,34.572913283533616,65.42708671646639,1,30.854173432932775
158,E05000323,Upminster,London,51.552369,0.246757,45.39575971731449,28891.436928702013,60063.43692870201,36.99086824177417,63.00913175822583,1,26.018263516451654
159,E05000346,Bedfont,London,51.465829,-0.423288,66.15104166666667,11875.42857142857,49348.57142857143,36.002229240200634,63.997770759799366,1,27.99554151959873
160,E05000347,Brentford,London,51.488023,-0.300372,66.03225806451613,10485.77108433735,50631.32530120482,56.082359488035614,43.917640511964386,0,12.164718976071228
161,E05000348,Chiswick Homefields,London,51.500509,-0.252405,52.583333333333336,23030.795847750866,67628.0276816609,73.32275611967361,26.677243880326383,0,46.64551223934723
162,E05000349,Chiswick Riverside,London,51.488968,-0.28627800000000003,48.24686192468619,19883.852233676975,60548.10996563574,73.54298410528115,26.45701589471885,0,47.0859682105623
163,E05000350,Cranford,London,51.460322999999995,-0.39789,75.99382716049382,11690.574074074075,46451.851851851854,44.03281291346917,55.96718708653083,1,11.934374173061656
164,E05000351,Feltham North,London,51.450907,-0.405013,71.83850931677019,12156.71137026239,50059.475218658896,33.525,66.475,1,32.949999999999996
165,E05000352,Feltham West,London,51.445927000000005,-0.415763,73.65402843601896,12557.745819397993,53622.40802675585,35.65950920245399,64.34049079754601,1,28.68098159509202
166,E05000353,Hanworth,London,51.431757,-0.41327600000000003,59.86699507389162,9551.7003257329,47825.7328990228,44.028031687995124,55.971968312004876,1,11.943936624009751
167,E05000354,Hanworth Park,London,51.443553,-0.411155,54.57416267942584,9582.137254901962,46841.87675070028,42.66883645240033,57.33116354759967,1,14.662327095199345
168,E05000355,Heston Central,London,51.475305999999996,-0.375766,76.29813664596273,12404.460465116279,51818.604651162794,50.63134439217628,49.36865560782372,0,1.2626887843525623
169,E05000356,Heston East,London,51.477003,-0.36398400000000003,79.22929936305732,13940.71906354515,52654.515050167225,52.8540158275804,47.1459841724196,0,5.708031655160795
170,E05000357,Heston West,London,51.484553000000005,-0.381227,86.3006993006993,9979.380952380952,46847.619047619046,50.52241321199865,49.47758678800135,0,1.044826423997307
171,E05000358,Hounslow Central,London,51.470271000000004,-0.360985,65.77826086956522,13934.347717842324,56641.99170124481,51.04028863499699,48.95971136500301,0,2.080577269993981
172,E05000359,Hounslow Heath,London,51.459073,-0.399158,77.19371727748691,11814.93525179856,53647.8417266187,51.18370585901336,48.81629414098664,0,2.367411718026716
173,E05000360,Hounslow South,London,51.46179,-0.361534,64.44067796610169,21508.200836820084,57549.79079497908,55.834353325173396,44.165646674826604,0,11.668706650346792
174,E05000361,Hounslow West,London,51.469087,-0.36696,78.73291925465838,14175.504854368932,49670.87378640777,48.99036255162919,51.00963744837081,1,2.0192748967416208
175,E05000362,Isleworth,London,51.456007,-0.336573,58.35436893203884,12553.467871485944,54095.983935742974,54.91518051326664,45.08481948673336,0,9.830361026533282
176,E05000363,Osterley and Spring Grove,London,51.480171,-0.357678,52.088,19154.802127659575,64444.46808510638,36.590005187618885,63.409994812381115,1,26.81998962476223
